Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M10	3.234
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M09	3.693
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M08	3.317
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M07	3.019
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M06	3.274
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M05	3.785
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M04	2.765
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M03	2.117
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M02	881
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total	Residentes en el Extranjero	2015M01	1.016
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M10	5.594
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M09	4.498
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M08	2.820
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M07	3.822
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M06	3.952
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M05	4.395
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M04	3.515
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M03	2.455
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M02	2.084
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2025M01	2.094
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M12	1.950
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M11	2.876
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M10	4.387
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M09	3.496
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M08	2.655
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M07	3.029
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M06	3.590
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M05	4.007
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M04	2.745
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M03	2.367
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M02	2.145
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2024M01	1.715
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M12	1.434
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M11	2.018
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M10	4.339
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M09	4.076
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M08	3.711
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M07	2.544
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M06	2.498
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M05	3.655
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M04	3.051
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M03	2.891
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M02	2.066
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2023M01	1.983
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M12	1.838
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M11	3.138
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M10	3.234
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M09	3.020
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M08	2.882
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M07	2.924
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M06	2.492
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M05	3.635
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M04	2.628
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M03	2.935
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M02	1.708
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2022M01	1.130
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M12	1.179
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M11	1.739
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M10	2.384
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M09	2.364
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M08	2.102
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M07	1.652
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M06	1.047
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M05	1.120
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M04	793
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M03	516
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M02	701
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2021M01	738
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M12	727
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M11	555
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M10	966
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M09	977
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M08	959
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M07	1.292
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M06	506
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M05	130
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M04	0
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M03	1.139
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M02	2.449
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2020M01	2.135
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M12	2.242
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M11	2.524
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M10	4.672
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M09	3.547
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M08	3.399
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M07	3.507
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M06	4.128
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M05	3.784
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M04	3.228
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M03	3.254
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M02	2.629
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2019M01	1.778
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M12	2.763
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M11	3.179
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M10	4.315
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M09	3.935
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M08	4.134
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M07	3.471
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M06	4.659
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M05	4.015
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M04	3.146
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M03	3.613
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M02	2.831
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2018M01	4.055
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M12	2.155
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M11	2.244
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M10	4.605
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M09	3.642
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M08	2.686
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M07	3.544
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M06	5.165
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M05	4.257
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M04	3.604
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M03	2.731
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M02	3.018
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2017M01	2.900
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M12	2.513
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M11	2.239
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M10	3.530
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M09	3.563
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M08	2.775
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M07	2.512
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M06	3.867
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M05	3.502
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M04	3.259
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M03	2.694
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M02	1.726
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2016M01	1.008
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M12	1.617
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M11	1.932
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M10	3.517
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M09	3.604
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M08	2.848
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M07	2.714
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M06	2.081
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M05	3.308
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M04	2.570
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M03	2.282
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M02	1.227
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total	Residentes en el Extranjero	2015M01	1.396
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M10	22.847
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M09	20.791
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M08	20.242
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M07	20.375
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M06	19.664
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M05	22.068
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M04	21.661
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M03	14.749
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M02	11.971
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2025M01	11.805
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M12	11.945
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M11	17.509
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M10	24.085
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M09	22.057
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M08	20.949
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M07	19.122
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M06	19.661
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M05	24.183
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M04	19.632
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M03	17.987
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M02	12.783
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2024M01	12.454
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M12	11.895
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M11	15.549
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M10	22.629
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M09	21.805
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M08	21.599
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M07	20.635
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M06	18.620
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M05	22.931
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M04	17.292
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M03	13.368
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M02	11.153
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total	Residentes en el Extranjero	2023M01	11.333
